Code,Longitude,Latitude,Coordonnees
4670,5.7268086,50.6953295,"50.6953295,5.7268086"
4671,5.6969122,50.6682189,"50.6682189,5.6969122"
4672,5.700802,50.6958409,"50.6958409,5.700802"
4680,5.6186068,50.7087526,"50.7087526,5.6186068"
4681,5.6808711,50.710544,"50.710544,5.6808711"
4682,5.6295554,50.7316969,"50.7316969,5.6295554"
4683,5.6527071,50.697932,"50.697932,5.6527071"
4684,5.6667674,50.7339784,"50.7339784,5.6667674"
4690,5.5788622,50.7539251,"50.7539251,5.5788622"
4700,6.031452,50.6306134,"50.6306134,6.031452"
4701,6.0458005,50.6461317,"50.6461317,6.0458005"
4710,6.0073447,50.6804233,"50.6804233,6.0073447"
4711,6.0469422,50.6750768,"50.6750768,6.0469422"
4720,6.013341,50.7154957,"50.7154957,6.013341"
4721,6.0240702,50.7199902,"50.7199902,6.0240702"
4728,6.0316891,50.7091279,"50.7091279,6.0316891"
4730,6.1108404,50.6761305,"50.6761305,6.1108404"
4731,6.081697,50.6935863,"50.6935863,6.081697"
4750,6.2213827,50.4573116,"50.4573116,6.2213827"
4760,6.257827,50.4075533,"50.4075533,6.257827"
4761,6.3009381,50.4344078,"50.4344078,6.3009381"
4770,6.1884932,50.3288415,"50.3288415,6.1884932"
4771,6.218691,50.3631661,"50.3631661,6.218691"
4780,6.1258953,50.2803881,"50.2803881,6.1258953"
4782,6.2642498,50.2888095,"50.2888095,6.2642498"
4783,6.1651484,50.2389236,"50.2389236,6.1651484"
4784,6.0680547,50.2591318,"50.2591318,6.0680547"
4790,6.1216793580592,50.174780874297,"50.1747808743,6.12167935806"
4791,6.0743425,50.2190586,"50.2190586,6.0743425"
4800,5.8638544,50.5932274,"50.5932274,5.8638544"
4801,5.8952801,50.593109,"50.593109,5.8952801"
4802,5.867539,50.57804,"50.57804,5.867539"
4820,5.854735,50.611374,"50.611374,5.854735"
4821,5.8901888,50.4386821,"50.4386821,5.8901888"
4830,5.9402987,50.6122761,"50.6122761,5.9402987"
4831,5.9212234,50.623535,"50.623535,5.9212234"
4834,5.9562188,50.6086202,"50.6086202,5.9562188"
4837,5.9715011,50.6311898,"50.6311898,5.9715011"
4840,5.9723396,50.6627086,"50.6627086,5.9723396"
4841,5.9318018,50.6768234,"50.6768234,5.9318018"
4845,5.9647526,50.5592528,"50.5592528,5.9647526"
4850,5.9620321,50.7075126,"50.7075126,5.9620321"
4851,5.9967631,50.7463908,"50.7463908,5.9967631"
4852,5.9207511,50.723243,"50.723243,5.9207511"
4860,5.7910525,50.5747936,"50.5747936,5.7910525"
4861,5.7906072,50.5921673,"50.5921673,5.7906072"
4870,5.7227768,50.5663484,"50.5663484,5.7227768"
4877,5.7479948,50.5901199,"50.5901199,5.7479948"
4880,5.8585553,50.7041498,"50.7041498,5.8585553"
4890,5.8650125,50.6529465,"50.6529465,5.8650125"
4900,5.8626233,50.4920838,"50.4920838,5.8626233"
4910,5.7905664,50.4894593,"50.4894593,5.7905664"
4920,5.6672743,50.4409138,"50.4409138,5.6672743"
4950,6.1143694,50.4772534,"50.4772534,6.1143694"
4960,6.0391879,50.4415348,"50.4415348,6.0391879"
4970,5.952833,50.4531568,"50.4531568,5.952833"
4980,5.8378154,50.3388474,"50.3388474,5.8378154"
4983,5.826789,50.3579736,"50.3579736,5.826789"
4987,5.7321495,50.4145319,"50.4145319,5.7321495"
4990,5.8353999,50.3012606,"50.3012606,5.8353999"
5000,4.9219558,50.4687313,"50.4687313,4.9219558"
5001,4.8222958522639,50.46923485,"50.46923485,4.82229585226"
5002,4.8351266178881,50.48141855,"50.48141855,4.83512661789"
5003,4.8469587132153,50.4948666,"50.4948666,4.84695871322"
5004,4.891664450549,50.47887385,"50.47887385,4.89166445055"
5020,4.7966661,50.4382517,"50.4382517,4.7966661"
5021,4.9291903523068,50.49239555,"50.49239555,4.92919035231"
5022,4.9127293838106,50.5171876,"50.5171876,4.91272938381"
5024,4.9578287274527,50.5113799,"50.5113799,4.95782872745"
5030,4.6986933030313,50.5621964,"50.5621964,4.69869330303"
5031,4.7609593378472,50.57820735,"50.57820735,4.76095933785"
5032,4.6546979,50.5359706,"50.5359706,4.6546979"
5060,4.6388177,50.4273479,"50.4273479,4.6388177"
5070,4.7411668,50.4027187,"50.4027187,4.7411668"
5080,4.7909700280289,50.5005948,"50.5005948,4.79097002803"
5081,4.7986774536609,50.552563,"50.552563,4.79867745366"
5100,4.8785294244785,50.458883332027,"50.458883332,4.87852942448"
5101,4.9384059263709,50.47132665,"50.47132665,4.93840592637"
5140,4.6119938,50.5018413,"50.5018413,4.6119938"
5150,4.758878,50.4348064,"50.4348064,4.758878"
5170,4.8694363,50.3776473,"50.3776473,4.8694363"
5190,4.6967162,50.4660542,"50.4660542,4.6967162"
5300,5.1043923,50.4900943,"50.4900943,5.1043923"
5310,4.9299565,50.6003478,"50.6003478,4.9299565"
5330,4.9506941,50.405155,"50.405155,4.9506941"
5332,4.9581149,50.3468626,"50.3468626,4.9581149"
5333,5.0294375,50.3896858,"50.3896858,5.0294375"
5334,5.0704373,50.3730757,"50.3730757,5.0704373"
5336,4.9845433,50.378301,"50.378301,4.9845433"
5340,5.0776175,50.4028535,"50.4028535,5.0776175"
5350,5.1238439,50.4359066,"50.4359066,5.1238439"
5351,5.1491871,50.4405961,"50.4405961,5.1491871"
5353,5.2217845,50.440101,"50.440101,5.2217845"
5354,5.1821601,50.4432621,"50.4432621,5.1821601"
5360,5.1594475,50.3408694,"50.3408694,5.1594475"
5361,5.2094413,50.3079186,"50.3079186,5.2094413"
5362,5.1751963,50.3334777,"50.3334777,5.1751963"
5363,5.1212547,50.3253905,"50.3253905,5.1212547"
5364,5.1237159,50.3579006,"50.3579006,5.1237159"
5370,5.2795649,50.3675402,"50.3675402,5.2795649"
5372,5.333856,50.3619241,"50.3619241,5.333856"
5374,5.3125869,50.3533462,"50.3533462,5.3125869"
5376,5.24941,50.365689,"50.365689,5.24941"
5377,5.279464,50.24859,"50.24859,5.279464"
5380,5.0360917,50.5580545,"50.5580545,5.0360917"
5500,4.8971396,50.2003101,"50.2003101,4.8971396"
5501,4.9715412,50.2814293,"50.2814293,4.9715412"
5502,4.9882689,50.2798224,"50.2798224,4.9882689"
5503,4.982409,50.260159,"50.260159,4.982409"
5504,4.9897127,50.2471757,"50.2471757,4.9897127"
5520,4.840864,50.2435657,"50.2435657,4.840864"
5521,4.7806526,50.2500754,"50.2500754,4.7806526"
5522,4.793357,50.2782156,"50.2782156,4.793357"
5523,4.8245344,50.2596445,"50.2596445,4.8245344"
5524,4.8158102,50.2452911,"50.2452911,4.8158102"
5530,4.9125689,50.3202787,"50.3202787,4.9125689"
5537,4.7976225,50.3335584,"50.3335584,4.7976225"
5540,4.8189189,50.1967082,"50.1967082,4.8189189"
5541,4.8294854,50.2150767,"50.2150767,4.8294854"
5542,4.8352693,50.192216,"50.192216,4.8352693"
5543,4.831747,50.161698,"50.161698,4.831747"
5544,4.7942801,50.16421,"50.16421,4.7942801"
5550,4.9172157,49.9106502,"49.9106502,4.9172157"
5555,4.9675442,49.9015726,"49.9015726,4.9675442"
5560,5.0051364,50.1900646,"50.1900646,5.0051364"
5561,5.0058339,50.2312617,"50.2312617,5.0058339"
5562,5.0484175,50.2117661,"50.2117661,5.0484175"
5563,5.0372408,50.1613066,"50.1613066,5.0372408"
5564,5.061512,50.1593381,"50.1593381,5.061512"
5570,5.0123245,50.0666286,"50.0666286,5.0123245"
5571,4.9767431,50.1487792,"50.1487792,4.9767431"
5572,5.0408552,50.1314538,"50.1314538,5.0408552"
5573,5.003949,50.1176141,"50.1176141,5.003949"
5574,5.008842,50.099609,"50.099609,5.008842"
5575,4.855026,50.0250695,"50.0250695,4.855026"
5576,5.000634,50.0604028,"50.0604028,5.000634"
5580,5.1713525249725,50.1502721,"50.1502721,5.17135252497"
5590,5.1188335,50.223801,"50.223801,5.1188335"
5600,4.6393972,50.1900466,"50.1900466,4.6393972"
5620,4.7134091,50.2496186,"50.2496186,4.7134091"
5621,4.5607099,50.2949873,"50.2949873,4.5607099"
5630,4.4366472,50.1896906,"50.1896906,4.4366472"
5640,4.6803521,50.297376,"50.297376,4.6803521"
5641,4.7055271,50.3080016,"50.3080016,4.7055271"
5644,4.7197934,50.2975439,"50.2975439,4.7197934"
5646,4.6590441,50.2828212,"50.2828212,4.6590441"
5650,4.4326804,50.273814,"50.273814,4.4326804"
5651,4.4950207,50.2778386,"50.2778386,4.4950207"
5660,4.4549981,49.9615402,"49.9615402,4.4549981"
5670,4.6396988,50.0237221,"50.0237221,4.6396988"
5680,4.7597215,50.1841874,"50.1841874,4.7597215"
6000,4.4491649999234,50.41571025,"50.41571025,4.44916499992"
6001,4.4442531,50.3977245,"50.3977245,4.4442531"
6010,4.468631,50.391219,"50.391219,4.468631"
6020,4.4322464,50.4186181,"50.4186181,4.4322464"
6030,4.3611946147288,50.41684425,"50.41684425,4.36119461473"
6031,4.382402,50.4170168,"50.4170168,4.382402"
6032,4.4046365,50.3902046,"50.3902046,4.4046365"
6040,4.4360232749854,50.44466065,"50.44466065,4.43602327499"
6041,4.4301757,50.4653846,"50.4653846,4.4301757"
6042,4.4489421,50.431853,"50.431853,4.4489421"
6043,4.481573078145,50.45615655,"50.45615655,4.48157307814"
6044,4.3907758274107,50.4415002,"50.4415002,4.39077582741"
6060,4.485649013438,50.4269705,"50.4269705,4.48564901344"
6061,4.4729234863084,50.4109216,"50.4109216,4.47292348631"
6110,4.3602314806535,50.369072045553,"50.3690720456,4.36023148065"
6111,4.3496404,50.377822,"50.377822,4.3496404"
6120,4.4466922,50.3249486,"50.3249486,4.4466922"
6140,4.3239637925238,50.411224661019,"50.411224661,4.32396379252"
6141,4.3198191,50.4383794,"50.4383794,4.3198191"
6142,4.3307851,50.3974398,"50.3974398,4.3307851"
6150,4.2696102,50.4079969,"50.4079969,4.2696102"
6180,4.3763406,50.4601576,"50.4601576,4.3763406"
6181,4.3287132,50.4875628,"50.4875628,4.3287132"
6182,4.350827,50.450999,"50.450999,4.350827"
6183,4.3317415,50.4665295,"50.4665295,4.3317415"
6200,4.5151961,50.390213,"50.390213,4.5151961"
6210,4.4252588130793,50.53495775,"50.53495775,4.42525881308"
6211,4.4782005997401,50.50462075,"50.50462075,4.47820059974"
6220,4.4935448,50.4817059,"50.4817059,4.4935448"
6221,4.5319238043004,50.5111679,"50.5111679,4.5319238043"
6222,4.561356496071,50.53007005,"50.53007005,4.56135649607"
6223,4.5273110200086,50.52262195,"50.52262195,4.52731102001"
6224,4.5816274059151,50.47584335,"50.47584335,4.58162740592"
6230,4.3622972938902,50.5043242,"50.5043242,4.36229729389"
6238,4.4243830944654,50.5152429,"50.5152429,4.42438309447"
6240,4.526056,50.4285932,"50.4285932,4.526056"
6250,4.584081,50.4065228,"50.4065228,4.584081"
6280,4.5276771,50.3378166,"50.3378166,4.5276771"
6440,4.3059105,50.198614,"50.198614,4.3059105"
6441,4.3512321,50.2118893,"50.2118893,4.3512321"
6460,4.3173338,50.0479266,"50.0479266,4.3173338"
6461,4.3329805,50.0648008,"50.0648008,4.3329805"
6462,4.363579,50.061113,"50.061113,4.363579"
6463,4.3790041,50.0642146,"50.0642146,4.3790041"
6464,4.3755329,50.0298544,"50.0298544,4.3755329"
6470,4.1714631,50.200517,"50.200517,4.1714631"
6500,4.2670432,50.189927,"50.189927,4.2670432"
6511,4.2980462,50.2766332,"50.2766332,4.2980462"
6530,4.2870475,50.3397445,"50.3397445,4.2870475"
6531,4.3079897,50.320724,"50.320724,4.3079897"
6532,4.2837674,50.3081977,"50.3081977,4.2837674"
6533,4.2591396,50.3250862,"50.3250862,4.2591396"
6534,4.3515595,50.3332279,"50.3332279,4.3515595"
6536,4.3119991,50.2854167,"50.2854167,4.3119991"
6540,4.2654874,50.3460194,"50.3460194,4.2654874"
6542,4.209803,50.3352549,"50.3352549,4.209803"
6543,4.2155807,50.3512087,"50.3512087,4.2155807"
6560,4.1783639,50.3057605,"50.3057605,4.1783639"
